policy,seed,day,profit,served,arrivals,abandoned,balked,avg_wait_seconds,leftover_units,leftover_cost
newsvendor,3,6,100.20,51,51,0,0,12.35,28,55.20
newsvendor,3,7,128.00,64,64,0,0,11.25,35,65.20
newsvendor,3,8,71.20,57,57,0,0,10.53,51,93.20
newsvendor,3,9,136.00,69,70,1,0,12.43,33,64.40
newsvendor,3,10,83.20,49,49,0,0,10.41,37,69.20
newsvendor,3,11,85.80,58,58,0,0,11.03,45,86.40
newsvendor,3,12,76.80,53,53,0,0,10.75,38,73.20
newsvendor,3,13,76.60,50,50,0,0,10.60,36,68.00
newsvendor,3,14,110.00,68,69,1,0,12.90,52,91.60
newsvendor,3,15,75.20,51,51,0,0,10.78,43,79.60
newsvendor,3,16,110.60,59,59,0,0,12.03,34,64.00
newsvendor,3,17,124.40,61,61,0,0,10.82,32,60.40
newsvendor,3,18,141.20,65,65,0,0,12.62,23,46.00
newsvendor,3,19,86.90,51,51,0,0,10.98,39,70.60
newsvendor,4,0,139.20,68,69,1,0,12.75,32,63.60
newsvendor,4,1,34.00,49,49,0,0,12.04,58,107.60
newsvendor,4,2,44.20,50,50,0,0,11.80,54,99.20
newsvendor,4,3,108.70,56,56,0,0,11.43,32,61.40
newsvendor,4,4,153.00,74,77,3,0,16.10,36,69.60
newsvendor,4,5,117.80,66,67,1,0,12.09,38,68.80
newsvendor,4,6,83.60,60,61,1,0,13.28,49,91.60
newsvendor,4,7,86.80,56,57,1,0,11.58,42,76.40
newsvendor,4,8,78.10,57,57,0,0,10.88,49,91.40
newsvendor,4,9,112.40,61,62,1,0,13.06,36,67.60
newsvendor,4,10,116.30,61,61,0,0,10.98,38,71.80
newsvendor,4,11,104.70,62,62,0,0,11.61,42,77.40
newsvendor,4,12,122.90,67,67,0,0,12.54,36,68.20
newsvendor,4,13,88.30,51,51,0,0,11.76,39,71.00
newsvendor,4,14,112.40,60,60,0,0,11.33,37,70.00
newsvendor,4,15,106.00,65,65,0,0,10.46,40,78.80
newsvendor,4,16,51.30,46,46,0,0,11.30,40,73.80
newsvendor,4,17,100.10,61,61,0,0,10.98,42,75.40
newsvendor,4,18,56.20,48,48,0,0,10.62,49,89.60
newsvendor,4,19,163.10,75,75,0,0,13.07,35,67.00
newsvendor,5,0,77.10,54,54,0,0,11.11,38,72.60
newsvendor,5,1,111.80,63,64,1,0,11.72,43,80.80
newsvendor,5,2,88.30,53,53,0,0,11.51,37,71.00
newsvendor,5,3,74.70,54,55,1,0,10.91,42,75.00
newsvendor,5,4,99.20,51,51,0,0,11.18,35,65.20
newsvendor,5,5,164.00,70,70,0,0,11.86,28,53.20
newsvendor,5,6,134.60,62,66,3,0,14.24,31,56.80
newsvendor,5,7,142.90,68,68,0,0,11.32,31,57.80
newsvendor,5,8,97.10,56,56,0,0,11.25,45,81.40
newsvendor,5,9,43.80,46,46,0,0,10.87,52,91.20
newsvendor,5,10,74.10,56,56,0,0,10.89,51,93.00
newsvendor,5,11,107.00,58,58,0,0,11.03,34,66.40
newsvendor,5,12,137.70,73,73,0,0,11.78,36,69.00
newsvendor,5,13,121.90,72,72,0,0,11.81,51,92.60
newsvendor,5,14,88.00,66,66,0,0,11.67,58,105.20
newsvendor,5,15,67.40,50,51,0,0,11.76,44,80.80
newsvendor,5,16,120.80,65,67,0,0,11.94,36,65.20
newsvendor,5,17,71.00,46,46,0,0,10.65,40,76.00
newsvendor,5,18,124.80,64,64,0,0,12.03,35,68.40
newsvendor,5,19,60.20,45,45,0,0,10.67,38,71.20
newsvendor,6,0,104.10,65,65,0,0,11.38,40,76.20
newsvendor,6,1,121.00,65,66,1,0,12.42,40,75.20
newsvendor,6,2,91.30,58,60,2,0,14.50,43,79.40
newsvendor,6,3,117.10,59,60,1,0,12.17,31,59.00
newsvendor,6,4,93.40,60,60,0,0,11.00,44,84.80
newsvendor,6,5,107.40,64,64,0,0,11.88,45,81.60
newsvendor,6,6,77.90,49,49,0,0,11.63,35,67.00
newsvendor,6,7,152.00,78,79,1,0,13.04,44,84.40
newsvendor,6,8,90.00,55,55,0,0,10.73,42,78.00
newsvendor,6,9,113.70,66,66,0,0,11.06,49,90.60
newsvendor,6,10,118.90,59,59,0,0,11.02,34,65.00
newsvendor,6,11,142.20,70,70,0,0,11.14,31,60.00
newsvendor,6,12,91.90,49,49,0,0,11.02,32,59.00
newsvendor,6,13,92.40,58,58,0,0,11.03,43,75.60
newsvendor,6,14,72.80,55,55,0,0,11.64,40,77.20
newsvendor,6,15,78.40,57,57,0,0,11.40,56,100.40
newsvendor,6,16,113.10,69,69,0,0,11.16,45,79.80
newsvendor,6,17,125.60,63,64,1,0,11.56,37,70.00
newsvendor,6,18,50.60,41,41,0,0,10.49,41,76.00
newsvendor,6,19,114.60,62,62,0,0,11.61,31,60.00
newsvendor,7,0,105.70,65,66,0,0,11.06,38,67.40
newsvendor,7,1,82.40,57,57,0,0,11.40,44,77.20
newsvendor,7,2,71.90,55,56,1,0,12.86,44,83.80
newsvendor,7,3,112.90,64,65,0,0,10.77,35,65.00
newsvendor,7,4,110.40,67,67,0,0,10.75,48,87.60
newsvendor,7,5,75.50,52,52,0,0,10.38,38,71.80
newsvendor,7,6,95.40,56,57,1,0,11.05,35,64.80
newsvendor,7,7,68.40,54,54,0,0,12.41,47,85.20
newsvendor,7,8,145.70,77,78,1,0,12.44,45,85.00
newsvendor,7,9,84.60,59,59,0,0,11.02,49,88.80
newsvendor,7,10,120.90,68,69,1,0,12.46,44,78.60
newsvendor,7,11,97.50,59,59,0,0,11.86,43,75.00
newsvendor,7,12,100.10,60,60,0,0,11.33,48,82.60
newsvendor,7,13,160.00,69,70,0,0,11.43,34,59.60
newsvendor,7,14,75.70,52,52,0,0,10.96,44,79.40
newsvendor,7,15,116.00,59,59,0,0,11.36,30,60.40
newsvendor,7,16,139.40,76,76,0,0,12.37,40,73.60
newsvendor,7,17,103.80,56,56,0,0,11.25,40,72.00
newsvendor,7,18,122.50,66,66,0,0,11.36,38,72.20
newsvendor,7,19,165.20,76,76,0,0,11.18,26,50.80
newsvendor,8,0,94.90,51,51,0,0,11.18,30,57.80
newsvendor,8,1,154.60,73,73,0,0,11.78,34,68.00
newsvendor,8,2,124.70,61,62,0,0,10.65,27,52.60
newsvendor,8,3,135.20,62,63,1,0,12.38,32,60.40
newsvendor,8,4,128.70,70,70,0,0,11.14,41,77.40
newsvendor,8,5,128.50,68,69,0,0,11.74,36,69.80
newsvendor,8,6,125.00,63,63,0,0,11.59,36,68.80
newsvendor,8,7,69.00,54,54,0,0,11.11,45,86.40
newsvendor,8,8,89.90,60,60,0,0,11.83,47,83.80
newsvendor,8,9,126.40,66,66,0,0,11.36,38,71.60
newsvendor,8,10,80.40,57,57,0,0,10.53,50,92.40
newsvendor,8,11,110.30,61,61,0,0,11.31,39,74.20
newsvendor,8,12,62.90,53,53,0,0,10.75,49,92.20
newsvendor,8,13,153.80,68,68,0,0,11.47,26,49.60
newsvendor,8,14,143.40,67,67,0,0,11.64,29,57.60
newsvendor,8,15,24.60,36,36,0,0,10.56,47,86.40
newsvendor,8,16,135.40,68,68,0,0,11.32,33,63.20
newsvendor,8,17,131.60,59,60,1,0,12.00,28,53.20
newsvendor,8,18,65.20,47,47,0,0,11.28,40,74.00
newsvendor,8,19,171.10,73,73,0,0,11.64,25,47.00
newsvendor,9,0,157.50,69,71,1,0,11.55,29,55.80
newsvendor,9,1,138.80,66,66,0,0,12.42,37,67.60
newsvendor,9,2,85.60,58,58,0,0,12.41,45,86.00
newsvendor,9,3,94.60,53,53,0,0,11.89,33,63.20
newsvendor,9,4,116.00,66,66,0,0,11.82,39,74.80
newsvendor,9,5,81.40,57,57,0,0,12.11,48,89.60
newsvendor,9,6,76.20,55,55,0,0,12.73,45,84.00
newsvendor,9,7,68.50,54,54,0,0,11.48,49,89.00
newsvendor,9,8,86.00,56,56,0,0,12.14,40,77.20
newsvendor,9,9,113.30,55,56,0,0,11.79,32,63.40
newsvendor,9,10,94.10,53,53,0,0,11.89,33,63.40
newsvendor,9,11,117.60,59,59,0,0,11.53,38,73.20
newsvendor,9,12,99.80,58,58,0,0,12.07,39,73.60
newsvendor,9,13,158.60,65,66,1,0,12.12,22,44.80
newsvendor,9,14,82.50,57,57,0,0,11.58,46,83.40
newsvendor,9,15,108.90,64,64,0,0,10.62,40,71.40
newsvendor,9,16,111.00,61,62,0,0,10.97,35,67.20
newsvendor,9,17,120.00,62,62,0,0,11.29,28,56.40
newsvendor,9,18,106.70,67,67,0,0,11.79,49,91.00
newsvendor,9,19,116.20,62,62,0,0,11.13,36,68.00
